C4FB15FC-5958-4733-A8B1-0001FD899589;tr;PIPERACILINA + TAZOBACTAN F/A 4.5 GR AMP X 25 FADA - TRAZ;1449.7500;15.0000;.00;1;MEDICINAL CON RECETA;113;FADA PHARMA;2;HOSPITALARIOS;0;1
2526B0E4-B35E-47BA-AFF9-000234D0BB9C;76;ISOXSUPRINA COMP 20 MG FABRA (H-10-1000)  VTO 10/2017;.4500;500.0000;.00;5004;LISTA HOSPITALARIOS;112;FABRA;2;HOSPITALARIOS;1;1
12B36404-8E28-477B-8651-0005597C72F7;AMSHBDASHE;NUTRICION NAN 1 OPTIPRO X 400 GR POLVO NESTLE VTO 11/17-01/18-04/18-07/18;166.8100;;21.00;3;OTROS;200;NESTLE;;;0;0
57BF039B-9458-426D-9497-0006E1FC84F2;PLRZ0125002H;LORAZEPAM COMP 2 MG CHOBET / PSIC;.5440;1.0000;.00;3;OTROS;257;SOUBEIRAN CHOBE;;;1;1
F8BF59B2-5A6D-4A89-9D8F-0017DB9BA6CB;ENAL01000FH;ENALAPRIL COMP 10 MG SAVANT (H-90) USO INSTITUCIONAL;.3300;200000.0000;.00;1;MEDICINAL CON RECETA;569;FABOP;2;HOSPITALARIOS;0;1
B271F6BE-CC2E-4D04-9A13-001A5A77148E;LVT10010002E;LEVOTIROXINA 150 MG X 50 COMP EUTHYROX ELEA S/T;147.6375;.0000;.00;2;ESTUCHADOS;105;ELEA;1;ESTUCHADOS;0;1
62FFB78E-A2E5-46FD-BCF4-001F6EDDCEB4;10302013;IODOPOVIDONA 10% X 250 C/DOS.POVIBAC SERTEX;28.8130;480.0000;21.00;5002;ACCESORIOS;525;SERTEX;4;ACCESORIOS;1;1
5A75FA52-6162-4D20-8F68-002E092739A7;CTL100I3002E;CILOSTAZOL 100 MG X 30 COMP TRASTOCIR IVAX T/A;103.1872;160.0000;.00;2;ESTUCHADOS;15;IVAX ARG.;1;ESTUCHADOS;0;1
8B5D81A8-FC71-4A1C-B2AD-00320507D8CE;PMNS03003002E;ACETILCARNITINA 500 MG X 60 COMP NEUREX BETA;384.7900;.0000;.00;3;OTROS;30;BETA;;;1;1
D0C31B2C-2BA4-483C-9AC3-0032C573F09A;CLN0125X060H;CLARITROMICINA SUSP 125 MG X 60 ML NEXO (H-1-30)  ;35.9000;400.0000;.00;5004;LISTA HOSPITALARIOS;50013;NEXO PHARMACEUT;2;HOSPITALARIOS;1;1
6D4C817C-1AB5-49B8-B3F5-0039F93EA942;BTMMIK02012E;GENTAM + BETA + MICO X 20 GR POMO MIKLOGEN KLONAL VTO 06/2018;20.0025;1800.0000;.00;5001;TROQUELADOS 2005;83;KLONAL;1;ESTUCHADOS;1;1
E2BE3876-173E-4A8C-8A5D-0040EC48BE74;RCURNO5010E;ROCURONIO BROMURO 50 MG F/A X 10 ZEMURON MSD - C/FRIO VTO 7/18;1602.5892;50.0000;.00;1;MEDICINAL CON RECETA;913;MSD ARGENTINA S;2;HOSPITALARIOS;0;1
AFFFED96-BE2F-4893-88E0-0045E48415C7;8957896;E) CATETER INTRAVENOSO 20G JELCO (E) ;8.8040;;21.00;5002;ACCESORIOS;8042;EUROSWISS;4;ACCESORIOS;1;1
DEF776F4-D3E9-49AB-A3CE-0055A8DB7DD2;4402013;BALANZA ELECT. MINI VIDRIO ROSA SILFAB BE 205;258.4000;2.0000;21.00;5002;ACCESORIOS;8036;SILFAB;4;ACCESORIOS;1;1
3E420A29-341C-4949-A3FA-00577383CC26;200010;NEBULIZADOR PISTON MOD. 3050 SAN UP - L/V;737.8000;144.0000;21.00;5002;ACCESORIOS;8047;SAN UP;4;ACCESORIOS;1;1
2B43E46D-A91C-46EA-B33C-00646FA3CCAB;AMI025RO001H;AMITRIPTILINA COMP 25 MG ROSPAW /PSIC (H-10-500);.8500;20000.0000;.00;5004;LISTA HOSPITALARIOS;50017;ROS-PAW;2;HOSPITALARIOS;1;1
98FE59DF-37D7-4712-9229-0080D7597F13;ZPD01003002E;ZOLPIDEM 10 MG X 30 COMP ZOLODORM /PSIC. RICHMOND;87.9670;80.0000;.00;5001;TROQUELADOS 2005;245;RICHMOND;1;ESTUCHADOS;1;1
9CE7ED23-F87B-4221-AF99-0084B2586A77;CEFTXON554H;CEFTRIAXONA F/A 1 GR FADA (H-1-100) VTO 09/17;10.0000;.0000;.00;1;MEDICINAL CON RECETA;113;FADA PHARMA;2;HOSPITALARIOS;0;1
1DF467C7-0865-408F-8091-008A48670779;PSVE075CVS02H;HIDROXIETIL ALMIDON 6% X 500 ML FRESENIUS VTO 03/2015;.0000;50.0000;.00;5010;CV HOSPITALARIO;623;FRESENIUS KABI;;;1;1
7C9E0415-D38C-4328-958B-008A8D0B9A53;GLB00500002H;GLIBENCLAMIDA COMP 5 MG VANNIER (H-10-1000);.3000;70000.0000;.00;5004;LISTA HOSPITALARIOS;372;VANNIER;2;HOSPITALARIOS;1;1
1368D4F4-D797-40C2-80EF-00927D332F4E;SBB000N20015H;SALBUTAMOL GOTAS X 20 ML KLONAL (H-32) VTO 05/2018;7.3000;5000.0000;.00;5004;LISTA HOSPITALARIOS;83;KLONAL;2;HOSPITALARIOS;1;1
52ABA3BB-F49F-473E-976C-009AC1F87CCE;BCL050P2802E;FLURBIPROFENO 100 MG X 16 COMP CLINADOL FORTE GADOR;20.7030;.0000;.00;3;OTROS;129;GADOR;;;1;1
9D9E1686-8913-494B-8150-009DDFBF5452;VAG005NIL01E;VACUNA ANTIMENINGOCOCICA VIAL MONOD.X 1 MENACTRA ;1441.7779;.0000;.00;3;OTROS;188;SANOFI PASTEUR;;;1;1
602D60A9-A944-47D1-81F7-00A5F920EAB6;456963;PA•ALES ULTRA CHICO X 12 BABYLOOK;17.0440;;21.00;5002;ACCESORIOS;8023;LENTERDIT;4;ACCESORIOS;1;0
7149F582-187F-407F-B5AF-00A710C799A8;PAPZ050D03002E;ALPRAZOLAM 0.50 MG X 30 COMP DENVER / PSIC ;26.8950;45.0000;.00;5001;TROQUELADOS 2005;367;DENVER FARMA;1;ESTUCHADOS;1;1
B2CE4728-5B1A-4D3D-B6BD-00A91019FB93;2640100;JERINGA DESCARTABLE 5 ML C/AGUJA 40 X 8 PLASTIPAK;236.0600;;21.00;5002;ACCESORIOS;1540;PROPATO HNOS.;4;ACCESORIOS;1;1
188B7893-95A7-45BD-95A9-00AFD69C3E1C;314170210;CATGUT CR. 1 1 AG. HR35 (1/2 CIR. RED. 35MM) 70 CM;4.2210;.0000;21.00;5006;SUTURAS;0;SIN ASIGNAR;;;1;1
9D2771CD-B6F7-4E4C-9F21-00B4B660E2FC;CAR00005AE;CARNITINA X 5 AMP ALBICAR CASASCO;139.9100;.0000;.00;2;ESTUCHADOS;56;CASASCO;1;ESTUCHADOS;0;1
899C78AC-7C3B-46AA-9B32-00B74CC8D727;324521;SAFIL VIOLET 1/(4)90 CM-C1048597;29.1000;.0000;21.00;5002;ACCESORIOS;0;SIN ASIGNAR;4;ACCESORIOS;1;1
2BDAC9EE-6AED-4812-A94D-00D31D6027BC;BRM00000000700E;BROMHEXINA X 120 ML JBE PULMOSAN ADULTO GEZZI;76.7839;.0000;.00;5001;TROQUELADOS 2005;133;E.J.GEZZI;1;ESTUCHADOS;1;1
F5DBB1D1-30C8-4923-8F5C-00DF8F407F40;DIPNA2X400H;DIPIRONA AMP 2 GR X 4 ML KLONAL (H-100)  VTO 05/2018 Y 08/2018;15.5000;3000.0000;.00;1;MEDICINAL CON RECETA;83;KLONAL;2;HOSPITALARIOS;0;1
749E0744-20CD-434E-A694-00EA46FE19D4;TNCPVF02002E;NICOTINELL TTS 30 X 21 SIST NOVARTIS;653.8830;2.0000;.00;5001;TROQUELADOS 2005;642;NOVARTIS CONSUM;1;ESTUCHADOS;1;1
EE34FABE-E57B-4ECB-A8AE-00F41B9DA92F;AMO50090000H;AMOXICILINA SUSP 500 MG X 90 ML FADA(H-1-100) VTO 12/15;9.9750;.0000;.00;3;OTROS;113;FADA PHARMA;;;1;1
9125B957-45F8-4668-99E7-01061937CD4A;ERP00400003E;ERITROPOYETINA 4.000 UI F/A PRONIVEL ELEA - TRAZ T/A - C/FRIO VTO 10/2017;40.0000;500.0000;.00;1;MEDICINAL CON RECETA;105;ELEA;2;HOSPITALARIOS;0;1
29EF2926-CF96-46C2-B856-01081883C57E;FTZ12512015E;FLUTICASONA 50  MGS X 60 DOSIS SPRAY NASAL INHALAN CASASCO;74.6738;.0000;.00;3;OTROS;624;GLAXOSMITHKLINE;;;1;1
877AC975-417A-4E08-9FAD-010A775C1C2A;LPVNS10500E;LIPOVENOS MCT 20% X 500 ML FRESENIUS;.0000;.0000;21.00;3;OTROS;623;FRESENIUS KABI;;;1;1
FE0155C2-9675-4F88-9CE5-011B12841ABD;DFH01000101H;DIFENHIDRAMINA AMP 10 MG X 1 ML LARJAN (H-1-100);9.8000;20000.0000;.00;1;MEDICINAL CON RECETA;298;VEINFAR;2;HOSPITALARIOS;0;1
6F2EA52C-31C4-4E9A-92B7-012316B54BBA;13130102;CIDEX OPA X 3.78LTS.-FCIA.-SOLUCION DESINF.DE ALTO NIVEL;1519.5400;6.0000;21.00;5002;ACCESORIOS;8042;EUROSWISS;4;ACCESORIOS;1;1
E342E844-7AE3-43A3-88E0-012394AD83BE;AMOXICLARIC007E;AMOXI.+ CLAV 500 MG X 90 ML SUSP FORTE RICHET;125.5775;5.0000;.00;5001;TROQUELADOS 2005;244;RICHET;1;ESTUCHADOS;1;1
41DD9912-07EA-4E43-895E-0124B134A264;FCZ05000707E;FLUCONAZOL 50 MG X 7 DOSIS P/SUSP JBE  RICHET;196.0036;.0000;.00;3;OTROS;244;RICHET;;;1;1
E0D8D4A8-9132-49E2-BD4C-01269762B7B9;LISOC356H;LIDOCAINA JALEA 2%  XYLOCAINA ASTRAZENECA VTO 03/18;39.4020;;.00;1;MEDICINAL CON RECETA;19;ASTRAZENECA;2;HOSPITALARIOS;0;0
5CB2E290-8491-40D5-9383-012C69283955;VCMNA5000H;VANCOMICINA F/A 500 MG FADA (H-1-25) VTO 06-2017;15.0000;100.0000;.00;1;MEDICINAL CON RECETA;113;FADA PHARMA;2;HOSPITALARIOS;0;1
D3E23A8B-F492-4D81-BB90-012D23760949;AAS50000003H;ACIDO ACETIL SAL F/A 500 MG RICHET (H-1-100) 03/2017;81.6750;100.0000;.00;1;MEDICINAL CON RECETA;244;RICHET;2;HOSPITALARIOS;0;1
BC91122E-29B4-49A5-B2D9-012E11206FD5;LTX07505002E;LEVOTIROXINA 75 MG X 50 COMP EUTHYROX ELEA;83.0356;.0000;.00;3;OTROS;50015;ELEA;;;1;1
C3265EA3-5671-4F3B-B152-012E4A30C4DB;ENOXAJER00E;ENOXAPARINA  60 MG  X 10 JERINGA PRELL ENOXANORTH NORTHIA - TRAZ VTO 11/2016;519.2000;1.0000;.00;5007;CORTO VENCIMIENT;203;NORTHIA;;;1;1
6536103E-F26B-430F-8289-012FDE2AC728;AFZ01003002E;ROSUVASTATINA 10 MG X 28 COMP PARASUL SIDUS;113.9625;.0000;.00;3;OTROS;274;SIDUS;;;1;1
787A60EC-5552-40EB-8E46-0132F7633EC8;FAT00000500E;TISSUCOL KIT X 2 ML BAXTER TRAZ C/FRIO VTO 05/2015;2010.7500;2.0000;.00;5007;CORTO VENCIMIENT;619;BAXTER;;;1;1
770C7380-FA31-466F-853F-0142C5737146;411010116;GLIC. AC.POLIG. 2/0 S/A 150CM;6.9300;.0000;21.00;5006;SUTURAS;0;SIN ASIGNAR;;;1;1
E8A80F79-066D-429B-B300-0147AA502A4A;MTC01005002E;METOCLOPRAMIDA X 3 AMP RUPEMET DUNCAN VTO 05/18;39.9700;5.0000;.00;5001;TROQUELADOS 2005;372;VANNIER;1;ESTUCHADOS;1;1
CA635433-4F5A-46EE-8769-0147CBA0AF35;CFX250N9007E;CEFALEXINA 250 MG X 90 ML SUSP SANT GALL;36.2412;.0000;.00;3;OTROS;266;SANT GALL;;;1;1
E1AD606C-BB55-4108-9273-014BB75ACF74;SDR01050L19H;SOLUCION DEXTROSA 10 % X 500 ML TECSOLPAR;19.0696;.0000;.00;5003;SOLUCIONES PARENTERALES;8060;TECSOLPAR;3;SOLUCIONES PARENTERALES;1;1
06B3E9AE-37B7-41B5-A212-0150FAD1CD7E;VCNZL200010E;VORICONAZOL 200 MG AMP V-FEND TRAZ;3421.2363;12.0000;.00;1;MEDICINAL CON RECETA;221;PFIZER;2;HOSPITALARIOS;0;1
00F44B28-CC02-4CE4-AC5E-0158E3003139;128;ACIDO TIOCTICO 50 MG COMP BILETAN FORTE GADOR;2.2575;.0000;.00;3;OTROS;129;GADOR;;;1;1
F9984C90-A863-4041-AD8B-0159BB865DE9;PROVA75MANH;PROMETAZINA COMP 25 MG VANNIER/PSIC (H-10-1000) VTO 07/2018;.7000;1.0000;.00;5004;LISTA HOSPITALARIOS;372;VANNIER;2;HOSPITALARIOS;1;1
69007DCC-9F88-44EA-954C-015A2C9360F8;12;CARBOXIMETILC. + GLICERINA OPTIVE SOL OFT X 10 ML;182.4146;.0000;.00;2;ESTUCHADOS;7;ALLERGAN-LOA;1;ESTUCHADOS;0;1
9A1B770A-E44E-40BA-9FC4-0164A54356E2;CEFA050600H;CEFALEXINA SUSP 500 MG X  60 ML SANT GALL ( H-1) VTO 07/2016;10.5000;1.0000;.00;5007;CORTO VENCIMIENT;266;SANT GALL;;;1;1
EADED91B-65CA-4BC2-A0BB-0166849418F7;CSD01003002E;OLANZAPINA 10 MG X 30 COMP T/A REVERTRIX RICHMOND EMV VTO 1/18;185.0200;60.0000;.00;2;ESTUCHADOS;245;RICHMOND;1;ESTUCHADOS;0;1
2785D5BA-592E-49B0-849A-0166A24A19D8;12212013;SENSODYNE BLANQ. EXTRA FRESH X 90 GR.GLAXO;40.7190;12.0000;21.00;5002;ACCESORIOS;624;GLAXOSMITHKLINE;4;ACCESORIOS;1;1
D3C4991A-4240-46DE-B708-01790DFC8AC9;3735364;PRESERVATIVO PRIME SUPERFINO X 6 UN.;40.2000;180.0000;21.00;5002;ACCESORIOS;8005;BUHL;4;ACCESORIOS;1;1
12A759C6-098F-461E-A999-017E36B53A7C;7069683;HAWAIIAN CENEFA SHEER T.TERMO;.0050;6.0000;.00;5002;ACCESORIOS;8005;BUHL;4;ACCESORIOS;1;1
A1BD11BA-BAFA-4E71-A34C-018EACE49F83;AMMPLC354H;AMPICILINA F/A 1 GR NORTHIA VTO 03/18;11.9900;;.00;1;MEDICINAL CON RECETA;203;NORTHIA;2;HOSPITALARIOS;0;0
312382D6-6A3B-4F63-A630-01A233142364;SVTEIN1X5H;SOLV. INDOLORO AMP X 5 ML  (LDC 1%S/E) LAVIMAR (H-1-100);13.3400;10000.0000;.00;1;MEDICINAL CON RECETA;170;LAVIMAR;2;HOSPITALARIOS;0;1
D4B4C072-602A-4B07-84DD-01A69559DEA1;55801;CAREFREE COMPACT S/PERF X 80 UN.;20.8984;6.0000;21.00;3;OTROS;0;SIN ASIGNAR;;;1;1
174ADA01-A0A2-479F-9FFB-01B0461F83F4;DCL00100510E;DICLO + PRIDI X 10 COMP VALUCA FLEX VANNIER;17.7431;50.0000;.00;5001;TROQUELADOS 2005;372;VANNIER;1;ESTUCHADOS;1;1
C3C6D012-AA6D-4482-BFAC-01B48FCC1387;MTVBCA03002E;MULTIVITAMINICO X 30 COMP EFERV BEROCCA BAYER;53.1674;.0000;.00;3;OTROS;854;BAYER CONSUMER;;;1;1
FB9E50F1-ED68-4D09-B48E-01D952E236E4;RSD03500402E;RISEDRONATO 150 MG X 1 COMP RISEDON BUXTON/TRAZ;161.2620;.0000;.00;3;OTROS;30;BETA;;;1;1
1AEB5804-C366-46F5-94F8-01DD4180A2E6;HLS00010000E;HIERRO SULFA 12.5 % X 20 ML GTAS VITALIX ROEMMERS;38.6280;.0000;.00;3;OTROS;251;ROEMMERS;;;1;1
3CDE93F5-6764-4C08-8B03-01E4D196B5CE;PRFT005LZR01H;FENTANILO 2 ML X 5 AMP SUBLIMAZE JANSSEN/ESTUPE;78.4230;50.0000;.00;2;ESTUCHADOS;157;JANSSEN-CILAG;1;ESTUCHADOS;0;1
75E45333-8BFC-4806-87E2-01FBE512E4D3;FGT30000503E;FILGRASTIM 30 MUI F/A NEUTROFIL VARIFARMA/FRIO/ TRAZ VTO 05/2017;20.0000;300.0000;.00;1;MEDICINAL CON RECETA;421;VARIFARMA;2;HOSPITALARIOS;0;1
E9DBD20F-72FE-410D-A0FF-01FE50710EC2;CLSODH2010H;CLORURO DE SODIO AMP HIP 20% X 10 ML DUNCAN;22.0000;15000.0000;.00;1;MEDICINAL CON RECETA;99;DUNCAN;2;HOSPITALARIOS;0;1
2ECD248A-0971-4540-8724-01FFC7B7444A;KRL06000001H;IBUPROFENO COMP 400 MG MATRIX (H-10)(H-30) VTO 09/2016 Y 10/2016;.1890;.0000;.00;5010;CV HOSPITALARIO;50023;GENOMMA;;;1;1
F8F46F37-4467-4B74-AD2D-020384D52E05;54301;TELA ADH.CARRETE Nß 7-50MM.X3.5MTS.AJEC.X 6 UN.;123.0000;.0000;21.00;5002;ACCESORIOS;1534;AJEC;4;ACCESORIOS;1;1
8B5F3502-F389-4173-9E88-02075B0F6028;LLCAHHE457H;CLARITROMICINA F/A 500 MG FADA (H-1-25) VTO 9/17;70.0000;;.00;1;MEDICINAL CON RECETA;113;FADA PHARMA;2;HOSPITALARIOS;0;1
